date,dish_name,restaurant_name,price,description,image
9 January 2023 (Monday),Yee Mee,HSH,RM6.50,"Got told to eat less heaty stuff, so here I am.","2023/January/2023, January, image 9.png"
9 January 2023 (Monday),NGC + TM,Komatra,RM7.00,"POS065580
          6:28 -> 6:38
          
Nasi Goreng Cina - RM 6.00
Telur Mata - RM 1.00","2023/January/2023, January, image 10.png"
10 January 2023 (Tuesday),Nasi Campur,Komatra,RM7.80,"I can never escape the black spice taste.
          POS065685
          12:09
      
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/January/2023, January, image 11.png"
10 January 2023 (Tuesday),NGK + TM,Komatra,RM7.00,"Man, undercooked yolk.
            Also, it seems that they batch cook it.
            POS065761
            6:31 -> 6:34","2023/January/2023, January, image 12.png"
11 January 2023 (Wednesday),Spiced fried chicken rice,HSH,RM7.50,"Seemed more popular vs wanton mee, besides the no waiting time.","2023/January/2023, January, image 13.png"
11 January 2023 (Wednesday),NGK + TD,Komatra,RM7.00,"This is safer vs fried egg.
          I need to ""sort"" the egg per rice scoop better.
          
          POS065987
          6:28 -> 6:32","2023/January/2023, January, image 14.png"
12 January 2023 (Thursday),Nasi Ayam,Komatra,RM6.50,"The previous duo that mans the chicken rice stall isn't here.
          So new staff, as we can see they are very new.
          Didn't ask about separate or straight pour, and has no idea where the soup container went.
          So I get a whole bowl, great?

          Anyways, fuck the cats.
          A thread below.
First contact
Potential meme format
You give an inch
They take your whole meal
          It proceed to abandon me after finishing their meal, how sad.","2023/January/2023, January, image 15.png"
12 January 2023 (Thursday),Nasi Goreng Pattaya,HTC,RM6.00,"FREE FOR ALLLLLL, also known as take whatever is yours, within reason.
          So long as you do not get beaten up.
          ""Fake nasi pattaya"" - dad","2023/January/2023, January, image 16.png"
13 January 2023 (Friday),Braised Chicken Rice,HSH,RM7.50,Good.,"2023/January/2023, January, image 17.png"
13 January 2023 (Friday),3 Layer Tea,BBC,RM 4.00 Free,Much love to Seen Herrscher of Procrastination for the treat.,"2023/January/2023, January, image 18.png"
16 January 2023 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM7.30,"Free chinese tea? Good.
              Thanks to group mate for sending me and back.","2023/January/2023, January, image 19.png"
16 January 2023 (Monday),NGK + TD,Komatra,RM7.00,"CAN CATS STOP RAIDING ME??

              POS066662
              6:54 -> 6:57","2023/January/2023, January, image 20.png"
17 January 2023 (Tuesday),Nasi Campur,Komatra,RM7.80,"POS066767
          12:25
      
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/January/2023, January, image 21.png"
17 January 2023 (Tuesday),Nasi Goreng Cili Padi,Komatra,RM6.00,"🖕
          POS066851
          6:24 -> 6:28","2023/January/2023, January, image 22.png"
17 January 2023 (Tuesday),Ayam Goreng,Komatra,RM4.00,"ITS SO SADDENING
          But the chicken made it less sad.
          All they did was ask for my plate & just kiap the chicken to my plate.

          POS066857
          6:47","2023/January/2023, January, image 23.png"
18 January 2023 (Wednesday),Nasi Ayam,Komatra,RM6.50,"Today is quiet, no cats to be found.
          POS066941
          12:09","2023/January/2023, January, image 24.png"
30 January 2023 (Monday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM8.00,"Maybe I was too hungry, adding noodles didn't do my stomach justice.
              It felt as if I ate, sure, but still feeling I can fit more in me.

              11:22","2023/January/2023, January, image 25.png"
30 January 2023 (Monday),Nasi Goreng Kampung,HTC,RM6.00,"Hearing Komatra still on holiday, I forced myself to lepak out of hostel.
              Somehow I went during their almost closing time?
              It was kinda empty.

              6:24","2023/January/2023, January, image 26.png"
31 January 2023 (Tuesday),Nasi Campur,HTC,RM9.50,"What the price?
          Maybe because I took gravy + quite alot of vegetables.
          (Price list below is my assumption)
      
Chicken - RM 5.00
Rice - RM 2.00
Vegetable - RM 2.00
Kari Kambing - RM 0.50","2023/January/2023, January, image 27.png"
31 January 2023 (Tuesday),Fries,Glaze Eatery,RM 8.00 Free,"Freeloading, part 1
          Just had to pay 2.5 + 3.4 for the grab.

          Side note, I lost RM 53 in cash today due to everyone not having enough cash.
          Earned back through e payment though, so alls good.","2023/January/2023, January, image 28.png"
31 January 2023 (Tuesday),Stoner Fries,Glaze Eatery,RM 16.00 Free,"Freeloading, part 2
          Bocchi offering bocchi food, circa 2023.

          Normal fries tastes better as its more ""normal"".
          But eh, can't complain much, still edible food.
          The only extra thing there is is:
          
Mayo
Thousand Island (?)
Ham (for some reason I said ham people had to come add on its chicken cuz they thought it was babi)
Spring onions
Egg (why are you even here)","2023/January/2023, January, image 29.png"
31 January 2023 (Tuesday),Chicken Chop Rice (Thai Mayo),Hinz Kitchen,RM19.00,"KOMATRA WHY YOU CLOSE SO LONG??
          IT'S CHINESE NEW YEAR YOU'RE NOT CHINESE COME BACK!!
          (Not being racist or anything but all the other eateries are open, even the chinese one is)

          Oh yea, food good, would order again IF IT WASN'T OUT OF MY OWN POCKET","2023/January/2023, January, image 30.png"
1 February 2023 (Wednesday),Nasi Campur,Royal Tandoori,RM8.00,"Was thinking wat to eat, this seems the most ""economical"".
              
Rice - RM 2.00
Chicken - RM 4.00
Vegetable - RM 2.00

              11:59","2023/February/2023, February, image 1.png"
1 February 2023 (Wednesday),NGK + TD,Komatra,RM7.00,"MY ANIME ARC NOOOOO (It's a discord link)
Update @ 26/2/2024: Link doesn't work thanks to someone deleting almost all the channels.

                  POS067391
                  6:02 -> 6:07","2023/February/2023, February, image 2.png"
2 February 2023 (Thursday),Nasi Ayam,Komatra,RM6.50,"Ordered too early, they were just SETTING UP FOR 20+ MINUTES HOW

            POS067463
            12:23 -> 12:42","2023/February/2023, February, image 3.png"
2 February 2023 (Thursday),NGK + TM,Komatra,RM7.00,"lets be honest here
            komatra fried rice is never consistent
            - EndyKyuu#6159, 2/2/2023, 19:10

            POS067528
            7:04 -> 7:08","2023/February/2023, February, image 4.png"
3 February 2023 (Friday),Nasi Campur,Komatra,RM7.80,"Cats are dumb, the one time I want to give them food, they ignore me.
          The time I do not want them to come, they raid me.
          POS067593
          12:41
          
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 5.png"
3 February 2023 (Friday),NGK + TM,Komatra,RM7.00,"Said to come late to fetch me, immediately texts after I ordered.
          On the bright side, they seem to have given me more.
          Truly, truly inconsistent.

          POS067652
          7:12 -> 7:19","2023/February/2023, February, image 6.png"
13 February 2023 (Monday),Nasi Campur,Komatra,RM8.60,"The return of them charging me extra nasi.
          You may be thinking where is the metal spoon, they ran out.
          POS068230
          12:10
      
Rice - RM 1.80
Extra rice - RM 0.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 7.png"
13 February 2023 (Monday),NGK + TM,Komatra,RM7.00,"On god komatra quality improving?
          More meat overall, and it's (presumably based on smell/sound) made to order.

          POS068289
          6:09 -> 6:19","2023/February/2023, February, image 8.png"
14 February 2023 (Tuesday),Nasi Campur,Komatra,RM7.80,"The vegetable a little ahh goofy to me, along with the seeds.
          POS068374
          12:41
          
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 9.png"
14 February 2023 (Tuesday),NGK + TM,Komatra,RM7.00,"I take it back. It just changed again.
          ALSO WHY EGG COLD + RUNNY

          POS068463
          6:26 -> 6:31","2023/February/2023, February, image 10.png"
15 February 2023 (Wednesday),Nasi Campur,Komatra,RM8.60,"It is said to be kicap vegetable.
          POS068549
          12:10
      
Rice - RM 1.80
Extra rice - RM 0.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 11.png"
20 March 2023 (Monday),Nasi Campur,Dapo Sahang,RM5.50,"Dapo sahang has somehow cheaper meals.
                    Downsides is just no cup/free water & no receipts.
                    So I can't really track the breakdown of prices.
                
Chicken - RM 3.00
Rice - RM 1.50
Vege - RM 1.00","2023/March/2023, March, image 1.png"
20 March 2023 (Monday),Nasi Goreng Kampung,Dapo Sahang,RM6.00,"My god would you look at the size of it.

                    18:3X - 19:12","2023/March/2023, March, image 2.png"
21 March 2023 (Tuesday),Dry Wantan Noodles,HSH,RM6.50,"I was shocked when they said 9.50 for add noodles, so I rejected, thinking they hiked prices.
              Turns out I added half a noodle back then, which would be 8.00.
              Thanks kitsune for clarifying afterwards.","2023/March/2023, March, image 3.png"
21 March 2023 (Tuesday),Maggi Goreng (Double),HTC,RM 7.00 Free,"Helping nousagi getting his maggi, then somehow he had another one, so he gave this one to me.
              Kinda cold, so couldn't finish in the end, not even with sambal + dhal taken even though I did not order any roti.

              Inb4 the mamaks ban me.","2023/March/2023, March, image 4.png"
21 March 2023 (Tuesday),Burger Ayam Special,Criss Burger,RM5.50,"""burger review: got lettuce got 1 tomato slice, quite some sauces, cant feel the butter/margerine, 
              where le perine or the ramly sauce, everything except the price outside better""
              - Junn @ Confession channel, 21/3/2023

              God damn a chinese ramly burger chef, a rare thing.","2023/March/2023, March, image 5.png"
22 March 2023 (Wednesday),Nasi Campur,HTC,RM8.00,"I didn't get banned?
          Anyways I got the same price as 5 Jan 23.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 6.png"
22 March 2023 (Wednesday),Nasi Goreng Ayam,Dapo Sahang,RM7.50,"Chicken size is decent I guess.
          The rice even has chicken meat, so that's a plus compared to Komatra as well.

          18:27 - 18:49","2023/March/2023, March, image 7.png"
23 March 2023 (Thursday),Nasi Campur,HTC,RM8.00,"1st day of puasa, and starbees is kind of dead.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 8.png"
23 March 2023 (Thursday),Nasi Campur,Dapo Sahang,RM7.00,"They aren't serving made to order foods until later, so I cope with this.
          Quite alot of rice taken.","2023/March/2023, March, image 9.png"
24 March 2023 (Friday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM8.00,"Me when giving with cash even though they do not accept it:
          (They only accept exact amount, aka no change.)

          I should try adding a whole noodle next time.","2023/March/2023, March, image 10.png"
28 March 2023 (Tuesday),Chicken Shawarma Large,?,RM10.00,"First time trying this, the wait time is slightly long.
          Food at the least is good.","2023/March/2023, March, image 11.png"
28 March 2023 (Tuesday),Nasi Campur,Dapo Sahang,RM6.00,"Did I take less rice, or is this chicken cheaper?","2023/March/2023, March, image 12.png"
29 March 2023 (Wednesday),Nasi Campur,HTC,RM8.00,"Consistently priced.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 13.png"
29 March 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM5.00,"This pricing does not make sense.
          Do you get profit? Is this menu rahmah?","2023/March/2023, March, image 14.png"
30 March 2023 (Thursday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM8.00,"Splittily splattily, all the oil on my laptop.","2023/March/2023, March, image 15.png"
30 March 2023 (Thursday),Nasi Campur,Dapo Sahang,RM5.50,"Finally, not cabbage.
          I slightly prefer cabbage still.","2023/March/2023, March, image 16.png"
31 March 2023 (Friday),Nasi Campur,HTC,RM8.50,"I take back my statement. Probably chicken too big.
          
Rice - RM 2.00
Chicken - RM 5.50
Vegetable - RM 1.00","2023/March/2023, March, image 17.png"
4 April 2023 (Tuesday),Nasi Campur,HTC,RM8.00,"Price, is back to normal.
                
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/April/2023, April, image 1.png"
4 April 2023 (Tuesday),Nasi Goreng Cina,Dapo Sahang,RM6.00,"It seems they may be cooking 2 plates in 1 go, when the situation arrises.","2023/April/2023, April, image 2.png"
5 April 2023 (Wednesday),Curry Wanton Noodles,HSH,RM8.50,"Worth? Depends.
                More ingredients (in my words, ""meat""), for potentially less noodles and + 50 sen compared to wantan + 1/2 noodles.","2023/April/2023, April, image 3.png"
5 April 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM5.50,"""Ada ambil ayam buttermilk tak""
                ""Ada""
scours to check the amount of chicken I took
                ""5.50""

                I should try next time to separate everything, see how they'd charge.","2023/April/2023, April, image 4.png"
6 April 2023 (Thursday),Indomie x2 (Perisa Asli),No restaurant name,"""Free""","""Emergency food"" as I literally do not have class until 4pm.
            This reminded me on why I disliked indomie.
            Specifically, probably the bumbu isn't to my taste.

            Chugged down yeo before drinho, yeo (chrysanthemum)>> drinho (lychee).","2023/April/2023, April, image 5.png"
6 April 2023 (Thursday),Nasi Goreng Seafood,Dapo Sahang,RM8.00,"Feeling a little atas, decided to try this.
            Why are there crystals of maybe salt but isn't salty?","2023/April/2023, April, image 6.png"
7 April 2023 (Friday),Braised Chicken Rice,HSH,RM7.50,"Their cabbages are easier to eat, compared to malay styled ones.
            If you compare apples to apples I guess HTC is very slightly more expensive if you take the same amount of stuff.","2023/April/2023, April, image 7.png"
10 April 2023 (Monday),Nissin Japanese Ramen Uma-Kara Spicy,No restaurant name,"""Free""","I got scammed to come to uni, I'm not going out.
          Added a pack of seaweed + yeo (chrysanthemum) for maximum satisfaction.

          Courtesy to Trekker for accepting the barter trade with my Indomie.","2023/April/2023, April, image 8.png"
10 April 2023 (Monday),Nasi Goreng Kampung Tambah Nasi,Dapo Sahang,RM7.00,"FatBod. FatBod.
          Worth the +RM1, but a little too much until I need to take it back to hostel to finish.
          Maybe just like komatra.","2023/April/2023, April, image 9.png"
11 April 2023 (Tuesday),Nasi Campur,HTC,RM8.00,"Briyani or whatever the other rice is, is best for me to not take too much of it.
          Just enjoy the little things in life.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/April/2023, April, image 10.png"
